博文内容,识别结果,id
",502783
很神奇，今天發生的事，讓我不得不信宇宙自有衪的主宰，也讓我深信吸引力法則的神奇！話說昨晚因開解朋友反而被誤解，心情難免有點被影響，不過現在已大個女的我還是可以調適轉化。老早約了朋友今天到深圳一日遊，剛在羅湖過了關後，忽然有條麻甩佬有過來拍拍我，我還以為是「打車黨」還是「拐帶黨」，然後他向著我張開雙手，原來是我親愛的Bee哥，立即投進他的懷抱尖叫著，叫聲劃破整個羅湖口岸！老天爺總算對我不薄，在上一次Bee哥拯救了我這隻迷途小羔羊後，在我真正認識了自己的靈魂本質後，Bee哥在我生命中，已不單單是大佬和天使，更升上了神枱，Bee神！,"|0|0|0|1|0|
",502695
讲道理福田口岸附近开家阿嬷奶茶生意一定会很好，那些想要喝奶茶却需要减肥的人顶多可以坚持到口岸（绝对不是我想喝的意思[并不简单][并不简单]） ,"|0|1|0|0|0|
",502687
险些累死再也不带这么多吃的回香港了今日还没买奶茶[泪]  深圳·福田口岸 ,"|0|1|0|0|0|
",506945
Tom教授说，只是离开了办公室，并没有结束工作。祝同学们星期五收offer,"|0|0|0|0|0|
",502894
浪漫，至死不渝、#浪漫##浪漫满屋#  深圳·皇岗口岸 ,"|0|0|0|0|0|
",506911
睡醒了一早就出发，开心[赞啊]。。三年没去皇岗口岸了，想想还有点儿小激动[坏笑]。。,"|0|0|0|1|0|
",502475
发疯…回香港了  深圳·罗湖口岸(Luohu Port),"|0|1|0|1|0|
",506835
三年断百万，新卡急作换.移动竞抢猛，关口设五挡.罗湖口岸之电讯竞争二零二三年三月三日 启山 ,"|0|0|0|1|0|
",502827
寻客频穿梭，人众生意惹.封关近三年，色渴巴金嗦.罗湖口岸之另类三月三癸卯春 启山 ,"|0|1|0|1|0|
",502898
單純為了一口吃的  深圳·东门町特色美食一条街,"|0|0|0|0|0|
",502861
#香港男子深圳上班每天通勤4小时#我前东家是一港资银行，不乏香港人每天深圳上班，晚上回香港住的。我们在罗湖，离口岸近。,"|0|0|0|0|0|
",502838
[摊手][摊手][摊手][摊手][摊手][摊手] ,"|0|0|0|0|0|
",575086
我闪现  深圳·福田口岸,"|0|1|0|0|0|
",506767
刚刚出香港，这个姐姐提醒我your bag is opened 我连忙说 Think you[允悲][允悲][允悲]  深圳·罗湖口岸(Luohu Port) ,"|0|0|0|1|0|
",506752
從深圳灣出羅湖進倒是很方便只是在羅湖口岸出境時，查了一下我的證件我那麼好的出入境次數，總規是一點問題都沒有啊。  深圳·罗湖口岸(Luohu Port) ,"|0|0|0|1|0|
",506734
小杨生煎一点点脏乱差的罗湖口岸一切都很2018一切都不2018,"|0|0|1|0|1|
",502562
凌晨四点给下午两点飞机，困到变形的陈可昕硬薅起来陪我生死时速赶电车去机场，在陈可昕一根毛发都不允许出现的家里撒一窝薯片渣滓，肆意发一些她觉得不好看但我觉得很可爱的她的照片。深深感受sj人的生活秩序感。我不得不说，陈可昕是我生活的锚点，不管是在深圳还是在日本。嘿嘿，可爱，喜欢，她不喜欢的照片我下次还发[挤眼][挤眼],"|0|0|0|0|0|
",456551
特地选了高铁到深圳站直达罗湖口岸这条路线，但是三年没走罗湖口岸，还是有点晕头转向；口岸也开始熙熙攘攘了，路过必被小卡片问：美女要不要包进入地铁站，熟悉的感觉回来了，我以前，常常一个人一天来回，坐这条最方便的线去深圳看电影[可爱] ,"|0|1|1|0|0|
",502848
《香港铁路博物馆_百度百科》香港铁路博物馆，位于中国香港大埔大埔墟崇德街13号，面积6500平方米，陈列面积310平方米。是铁路专题博物馆。民国二年（1913年），于旧大埔墟上建立火车站。1984—1985年，筹建香港铁路博物馆。1985年12月20日，正式开放。http://t.cn/A6CNCYS7 ,"|0|0|0|0|0|
",502699
香園圍新口岸真心不錯 交通方便 人也少疫情三年 第一次離境 ,"|0|0|0|0|0|
",502693
HK 一日游，小小攻略：早上我们八点出发去深圳湾口岸做巴士港币30元，如果没有港币也可以支付宝，或者人民币，但是也要30，所以还是要提前兑换更合适（深圳湾口岸应该是最快的过关口岸了吧），进站后巴士现场买票，20分钟就到屯门了，我们是一直坐车到油麻地，然后做地铁（可以支付宝乘车码）两站到达尖沙咀，出站就是重庆大厦，网红景点之一，里边都是外国人，建议女孩子单独不要去，出站几分钟就是维多利亚港，可以欣赏海港美景，然后没多远可以去海港城购物，里边真的好大，可以逛一天完全ok，下午回程做的高铁，从西九龙到福田14分钟，挺快的，一天就这样过去了……  香港,"|0|0|0|1|0|
",158240
第一次被入境警官捉走了，福田口岸就我一个人，真难忘，#福田口岸# ,"|0|0|0|1|0|
",502487
人麻了  深圳·罗湖口岸(Luohu Port) ,"|0|1|0|0|0|
",506950
与时间赛跑 ,"|0|0|0|0|0|
",502451
2019～2023 hello香港我又翻晒黎啦～～爆走几个钟去了新开的K11维多利亚港还是那个我爱的维港啊～～#时尚[超话]##yucl‘s lifeliving##福田口岸##k11musea#  香港·K11 MUSEA http://t.cn/A6CNrM7r,"|0|0|0|0|0|
",502801
无所谓 我会赶罗湖口岸的最后一趟地铁  深圳 ,"|0|0|0|0|0|
",502528
今天過關8分鐘！這你受得了嗎經常深港兩邊跑，技巧瞭如指掌♂  深圳·罗湖口岸(Luohu Port) ,"|0|0|0|1|0|
",506811
我一直想试到莲塘口岸过关，(方便乘深圳地铁)但这关口不近我住的地方。内地同胞如果来香港九龙区/尖沙咀，可以在永东直巴网上预约。在莲塘口岸到香港九龙区/尖沙咀20元。(0-3岁以下不佔座位免费)港府今年启用香园围管制站后，市民可驾车前往之外，也可选乘巴士或专线小巴。还有一个选择是「跨境直通巴士，由市区直达深圳莲塘口岸只需每程$20，班次最密去到半小时一班。永东直巴表示，香港上落站点有油麻地上海街、尖沙咀中港城巴士总站、沙田伟华中心(只设下车点)，然后直往香园围管制站，可一地两检然后直抵深圳莲塘口岸。#香港自由行##香港旅游攻略##莲塘口岸##跨境巴士##香港九龙# #香港尖沙咀#,"|0|0|0|1|0|
",502523
润！！！  深圳·深圳宝安国际机场T3航站楼,"|0|0|0|0|0|
",573843
小红书大骗子711根本没有33块的电话卡被电话卡折磨的大痛苦怀念一下罗湖口岸10块插上就用的卡…… ,"|0|0|0|1|0|
",502626
深圳出发麦理浩径二段攻略罗湖口岸出镜支付宝或微信扫码，进行健康申报购买一日流量包罗湖-沙田(地铁)沙田-北潭凹(九巴289R)Start>13kmEnd西湾亭-西贡(小巴29R)西贡-沙田(大巴299x)沙田-罗湖(地铁)Remark:如果有喜欢拍照的小伙伴，强烈建议大家带个充电宝，HK是没有共享电宝和共享单车的哦 http://t.cn/A6CpfmGs,"|0|0|0|1|0|
",502781
室友专门跑去深圳吃烧烤，还要坐高铁。去西九龙小巴7.7元，高铁到福田站68元，来回148元人民币。有这个钱在香港哪里吃不到好的烧烤呢加点钱都可以吃放题了。这脑子…… ,"|0|0|0|0|0|
",158274
今天晚上结束后有一起回皇岗口岸的嘛？这里缺三个位置[憧憬] ,"|0|0|0|0|0|
",502707
随便走走  香港 ,"|0|0|0|0|0|
",502674
一进站就看到去福田口岸的车刚开出去[裂开],"|0|0|0|0|0|
",502663
[打call]叫人给我发2箱第八代五粮液去黑龙江大庆到兄弟的店这儿 后来发现这个俺在北京當水喝的二锅头又整了一箱[笑cry][笑cry][笑cry]这是干啥人家说找兩个哥们跟你喝，俺整半斤还行多的整不了[笑cry]我说缺啥吱一声就行、兄弟说你来不用东西了这也不缺来吧[笑cry]。  深圳·罗湖口岸(Luohu Port) ,"|0|0|0|0|0|
",506897
三年多第一次坐高鐵去福田，太二、探魚全部要等，連按摩都要等,"|0|1|0|0|0|
",158300
尝试与深圳和平相处中  深圳·福田口岸,"|0|1|0|0|0|
",506899
还是这里的饭便宜好吃  深圳·罗湖口岸(Luohu Port) ,"|0|0|0|0|0|
",506854
被HK价值观殴打后真切感受到深圳物价的温柔  香港·福田口岸 ,"|0|1|0|0|0|
",506862
2023.03.11北上深圳Warm up ，羅湖商業城，購物公園站，喜公館午餐，香港價錢，地方舒適，招呼很好味道85分。福田高鐵回港。 ,"|0|0|0|0|0|
",158266
黃花風鈴木盛開的春天，三年未踩生了鏽的周末回到海邊的家，抖下氣[開學季][可愛]#粤港澳大湾区[超话]##带着微博去旅行##惠州·大亚湾[地点]##香港[超话]# 看到很多香港的鄰居都回來了，一小時生活圈，好方便！回程坐樓巴直達蓮塘口岸絲滑過關[鼓掌]  惠州·小径湾,"|0|0|0|0|0|
",502805
“人生海海，何必在意一時沉浮。”人生就像大海一樣變幻不定，在潮起潮落中體會生命的起伏，最重要的是，要有踏浪而行、迎難而上的勇氣！@ AndYu.cn 2023.3.12#踏山河##人生海海##踏浪##人生##大海##沉浮##变幻不定##潮起潮落##体会##生命##起伏##踏浪而行##迎难而上##勇气##AndYu##人生[超话]#  深圳·福田口岸,"|0|0|0|0|0|
",506908
[怒骂][怒骂][怒骂][怒骂][怒骂][怒骂][怒骂][怒骂][怒骂][怒骂][怒骂]天呐香港，你对我好点行吗从罗湖口岸出来就搞这个。我已经尽量能不在香港就不在香港了，还想我怎么样啊,"|0|1|0|1|0|
",504936
20230303 路线：福田-宝安-南山-深圳湾口岸 ,"|0|0|0|1|0|
",504860
本月陆续给香港牙科捐了一只lv 但是医生真的态度特别好特别温柔 打麻药都会倒数321 四颗门牙找不出一颗好的西九龙-福田-宝安-武宿 六个小时横跨拆那 宝安机场真的太大了我说这个饭店光照的我还挺白 某人就要和我比肤色 比完还非要：你拍一张CMC贩卖机椰汁代言人 太好喝了 其他地方还买不到 已经成为我上课动力上课迟到还能喝到姐姐们给买的奶茶 太幸胡了一些乱七八糟的电梯OOTD 4月底又要搬家了,"|0|0|0|0|0|
",505045
纪念下双流机场最后几天港澳航班 因为之后它们搬家去天府机场了两小时 落地香港机场[爱你],"|0|0|0|0|0|
",386319
西九龙的工作人员收起你高傲的嘴脸翘起双手摆脸色给谁看能不能摆正自己的位置香港段的高铁又贵路程也不是很长，过关还要受气，不如去罗湖福田工作人员态度还好真无语  香港 ,"|0|0|0|1|1|
",504833
【网友投稿】深圳机场码头到中港城的船，很方便过关，现在是推广期，票价是50，很少人知道，没有什么人坐！,"|0|0|0|0|0|
",386780
随着深港全面恢复通关，两地之间的交通往来迅速回温，面对两地跨境交通服务需求的上升，近期，推出全新的“一码通深港”出行服务，便利两地居民出行。深圳通有关负责人介绍，目前“一码通深港”服务支持深圳湾口岸前往香港的多条线路。如：深圳湾口岸-太子、深圳湾口岸-荃湾、深圳湾口岸-屯门等线路，下一步将持续拓展更多口岸和更多线路，为两地居民跨境交流提供更多便利。,"|0|0|0|1|0|
",505091
今年的主题是 不要到达 就是出发 ,"|0|0|0|0|0|
",694517
我怎么不知道民间疾苦啊？我去上大学，过了罗湖口岸，自己坐地铁去的，那一刻真是感觉民生多艰 ,"|0|1|0|1|0|
",505069
高速鐵路 一等座 (香港西九龙 -> 福田)  香港,"|0|0|0|0|0|
",504630
可是真的好喜欢去见面,"|0|0|0|0|0|
",692768
#生活不能倒退，但偶尔可以暂停#暂停出差日常，用里程换个机票，用积分换个酒店，享受下难得的假期。五年后，还是那个我喜欢的香港。[爱心][爱心][爱心]  香港 ,"|0|0|0|0|0|
",386254
第一天在香港，从没来过，和我老公休年假才沾个光，真不容易。  香港 ,"|0|0|0|1|0|
",504751
wcnm深圳人….[笑cry]那我现在只能从落马洲过关然后坐一个半小时地铁去将军澳听要挟欧巴唱一首歌了 ,"|0|0|0|1|0|
",156971
與内地無障礙通關後，選擇平日經蓮塘口岸過境深圳，方便快捷。日行萬步，是超好的運動項目。免去收拾行李的繁瑣，既有旅遊的體驗，又無出門在外的勞頓。時隔三年，刮目相看。成績斐然當然由萬萬千千努力艱辛墊就。今天的深圳，地鐵公交系統、支付系統、還有洗手間，這些出門在外的體驗要素，都太棒了，值得大大的點贊！今非昔比，作為遊人，駐足深圳，與旅歐旅美的感受相比不是一丟丢的好，而是優越太多了。大江南北，五洲四海的美食齊聚於斯，機票都省了。每一天的行程，只能安排兩餐加一觀光點。隨心隨時，起意則行。,"|0|0|0|0|0|
",504968
这个时间过关人有点多  深圳·罗湖口岸(Luohu Port),"|0|1|0|1|0|
",508887
一个8年一个10年无见时间，让我懂得珍惜二字,"|0|0|0|0|0|
",384550
一个8年一个10年无见时间，珍惜,"|0|0|0|0|0|
",384779
8年10年无见时间，珍惜 ,"|0|0|0|0|0|
",386712
香港｜敲详细的迪士尼游玩攻略及通关讲解:记笔记记笔记啦！通往迪士尼的路线来啦首先普及一下 深圳一共有15个口岸其中罗湖口岸和福田口岸是有通地铁的搭乘东铁线 到【红磡站】换乘屯马线 到【南昌站】换乘东涌线 到【欣澳站】换乘迪士尼线 到【迪士尼】全程18个站 用时1个半钟 总费用64元港币其次更省钱的可以前往深圳湾口岸搭乘屿巴B2P路 到【天盛苑｜天水围站】换乘屯马线 到【南昌站】换乘东涌线 到【欣澳站】换乘迪士尼线 到【迪士尼】全程11个站 用时2个小时 总费用39元港币zui方便zui快到达可以 前往广州南站 虎门站 东莞站 东莞南站 深圳北站福田站等等火车站乘坐高铁到香港西九龙zui快14分钟到达丝滑通关换乘屯马线 到到【南昌站】换乘东涌线 到【欣澳站】换乘迪士尼线 到【迪士尼】5个站 地铁用时41分钟 地铁费用21港币丰俭由人 条条道路通罗马到达香港迪士尼之后有订迪士尼酒店的先把行李放在酒店里放着然后再进园游玩 不然存放行李要140圆穷游玩家:可带个双肩包 里面存放干粮水里面的一个快餐最低都要140元港币（没必要在网上买餐卷 价格算了一下汇率兑下来 好像直接买更便宜）氪金玩家忽略尤其最重要的一点 记得要提前预约入园可以去香港迪士尼app预约进园若想跟玲娜贝儿拍照的话 记得10.验票入园然后在手机app 抢！！ 记得一定是验票入园后！当时我就是吃了这个大亏 没验票就开始在外面等预约 结果时间浪费了也预约不上香港迪士尼内游玩攻略就是没有什么攻略自己爱玩什么玩什么 想拍哪里拍哪里提前在app看好哪里排队等待时间短就去哪里 一天时间总可以玩完的氪金玩家忽略（因为不用排队）迪士尼烟花秀晚上8.30开始（记得提前霸好位置哦）疫情你等了三年才结束 别计划了 要出发啦#迪士尼乐园#迪士尼烟花#周末去哪儿#迪士尼游玩攻略#迪士尼攻略#香港迪士尼#香港通关#迪士尼#香港#今天去哪玩#旅游攻略#旅游#香港美食,"|0|0|0|1|0|
