博文内容,识别结果,id
在深圳逛吃了一天～ 为什么觉得会展这边商场比之前少了，而且商场里都是吃的喝的，买衣服的好少～看见这个笑脸，祝你开心呀，梦见我那种开心[月亮]  深圳·皇庭广场 ,"|0|0|0|0|0|
",703699
忘了拍配菜了但我确实吃了顿椰子鸡。  深圳·四季椰林海南椰子鸡(金光华广场店) ,"|0|0|0|0|0|
",702884
快乐的代价是吃伤了胃卧床一日  深圳·深圳福田星河COCO Park,"|0|0|0|0|0|
",317201
[惊喜]  深圳·L'Avenue(One Avenue卓悦中心店) ,"`|0|0|0|0|0|`
",828088
周末在深圳海岸城排哥老官，前面100桌，等了三个半小时，逛了十来遍商场，我一个没啥脾气的人都等到不耐烦。九点半终于到我们，进店之后发现旁边桌一家三口全程交流，只是低头吃蛙。我跟朋友很惊讶：现在内地的家庭关系是这个样子嘛，不交流？我俩一天天的咋就说不完的话呢。直到牛蛙上桌，我们俩也开始交流，埋头苦吃，一直吃到十一点多商场关门。终于懂了，根本顾不上说话。对于我这个北方人来说，锅底倒没有很辣，只是因为店里空调开的不大，我俩被热的面红耳赤，主打的就是一个心跳加速，嘶哈嘶哈。,"|0|1|0|0|0|
",386765
早安深圳 回港搬砖 这周很忙[攤手][跪了]  深圳·金光华广场 ,"|0|0|0|0|0|
",826883
??♀?[有興趣嘅朋友仔地鐵清晰圖可以私信傳俾你哋]最近通關??香港嘅朋友仔想北上消費 又搞不清楚去那個商場比較好?對所有?地鐵站都一頭霧水 ?收藏這個就對了 ????我綜合了比較多港人喜歡嘅商場??希望大家可以搞清楚方位，方便自己選擇交通自己嘅商場??不走冤枉路???個人比較喜歡 ?皇庭廣場?Coco Park ?卓悦中心 ?領展中心城 因為佢非常接近?落馬洲口岸 兩個站到已經到 而且駁通地下街連接呢四個商場?第一次返深圳玩嘅朋友仔可以嘗試一下??你講得出最熱門嘅餐廳裏面都會有齊 ????萬象天地 ?壹方天地 ?壹方城 超好逛的???鍾意去Cafe慢嘅朋友千祈唔好錯過?華僑城文化園????南頭古鎮 雖然大家都話商業味好濃郁 但我自己覺得值得一去 裏面有不少小店很有特色 ???當然唔少得?金光華 呢個係香港人最熟悉嘅商場?????車公廟站 ?下沙站 超多小店美食集中地 喺嗰度嘅餐廳 非常有風味????歡樂海灣?歡樂海岸 聽到個名就知道非常適合帶小朋友去 情侶去打卡 拍拖仔也不錯?溫馨小貼士??????????????????????????♀?圖二:下載大眾點評好似香港嘅OpenRice咁幫手搵食??????????????????暫時分享咁多 希望幫到大家?,"|0|0|0|0|0|
",39481
夾個時間夾佐咁耐，終於終於約上了，不是疫情我們倆也不認識，一拍即合，在亞博所有組都參與過玩過，想想這樣也挺好固定組還沒我爽感恩遇見PS：哇，杯雙檸茶飮得夠曬過癮#香港[超话]##香港[超话]#  深圳·金光华广场,"|0|0|0|0|0|
",318506
坚持运动第15图！.自从通关肉肉每周都去深圳吃喝玩乐，今天给大家分享自己在深圳的吃喝玩乐住小攻略，港人从罗湖入境就能随到随领！蕞高200。而且在罗湖吃喝玩乐shopping还能享8折.薅羊毛攻略1申请步骤（见图7）2地点罗湖区的共有17个（见图9）3用满200，可分两笔使用，每笔500蕞值。.时间至2023.3.31.另外随手一填就可以抽999！报名方法:1搜索小“数币欢乐购”“团聚·相伴久久”2参与活动，输入收验证码3填写信息(一名内地居民信息及一名香港居民回乡证信息)4随机抽取中奖者将收到短信、也可在小上查询.第2轮报名时间:3月8日10:00-3月13日12:00公布时间:3月14日12:00.具体兑换内容：见图片#香港##美食分享##深圳[超话]##深圳##吃货在这里##香港周末好去处##深圳周末好去处#  香港·維多利亞港,"|0|0|0|0|0|
",386819
跟男人们吃饭要听他们聊半小时工作[偷笑]跟女人们吃饭要陪他们拍半小时照片[嘻嘻]如果可以的话，我喜欢天天和一群美女吃饭[酷]  深圳·深圳福田星河COCO Park ,"|0|0|0|0|0|
",320214
?年后深圳还是有点小冷，想吃火锅的心又蠢蠢欲动。海岸城这家东东开锅还蛮火的，听说是地道西北羊肉火锅，下班和姐妹?约好了过来打卡～?东东尊享滩羊羊围脖分量实在是太太太足了，完全可以3-4个人吃。羊肉吃的出的新鲜肉质好，放锅中涮上8-10秒就能吃，搭配麻酱细嫩又好吃。?羊肉包子第一次吃羊肉包子，味道意外的好吃，皮薄馅多，趁热吃的时候汁水十足，味道真的很棒。?菌菇拼盘几种不同的菇类，一份的分量还蛮足的，煮熟之后吃起来口感非常嫩滑，喜欢吃蘑菇?的话一定不能错过。?东东开锅羊肉·火锅烧烤·西北菜(海岸城保利店)?粤海街道海珠社区文心六路4号保利文化广场A2-61(佩姐火锅斜对面),"|0|0|0|0|0|
",174398
3年来，太二酸菜鱼Yummy:一如既往，永远吃酸菜鱼第一站#太二酸菜魚,"|0|0|0|0|0|
",174457
一如既往，永远吃酸菜鱼第一站#太二酸菜魚,"|0|0|0|0|0|
",35335
东铁线：落马洲??九龙站荃湾线：太子?? 深水埗??长沙湾??荔枝角??美孚#虎头局#虎头局渣打饼行#虎头局新品#虎头局麻薯老虎卷#肉松麻薯老虎卷#虎头局必买清单,"|0|0|0|0|0|
",174313
22块?的下午茶，好吃又划算，咸咸的芝士配上菠萝油，完全不违和#下午茶#港式茶餐厅#深圳美食,"|0|0|0|0|0|
",112645
我是懂喝酒的 踩点过关。  深圳·深圳福田星河COCO Park,"|0|0|0|0|0|
",317450
困  深圳·深圳福田星河COCO Park ,"|0|0|0|0|0|
",319978
chill 吓！  深圳·深圳福田星河COCO Park ,"|0|0|0|0|0|
",320232
昨日從大埔出發，坐東鐵去上水站轉5 9 S小巴往蓮塘口岸，車程約20分鐘，通關時人流不多，一地兩檢非常暢順，反而出閘後要過經天橋及商場到達地鐵2號線站，要行一段路程，這天目的地是網紅打卡點-深圳天眼的崗廈北站，然後行去卓悅中心搵野食，由北區行到東區，本來想去八合里食潮汕牛肉，或者南京大排檔食天王烤鴨包，江米扣肉、老牌陽春面，不過最後都係由太后揸主意找了大師兄，這里的西北菜水準不錯，特別係醬大骨、手工油潑面及肉夾饃應該一試，飯後在地下街閒逛，最後乘1號線到大劇院站轉2號線回蓮塘口岸，試搭B 7號巴士回粉嶺火車站，特別一提，卓越中心分幾區，真係好大，串通崗廈地鐵站、連城新天地地下街、會展中心站，行完腳仔都軟晒，記得留力啊！  深圳·大师兄肉夹馍陕西面馆(卓悦中心店),"|0|0|1|0|0|
",317732
生活简单就迷人，人心简单才幸福。   深圳·金光华广场 ,"|0|0|0|0|0|
",829687
本人含泪大喊：麻酱（加糖）和烤肉就是最配的！！！  深圳·深圳福田星河COCO Park ,"|0|0|0|0|0|
",317644
補發：繼續各種吃[哇][哇][哇]  深圳·木屋烧烤(皇庭广场) ,"|0|0|0|0|0|
",317513
生日，重要的不是蛋糕，仪式感，是被记在心上，是挂念，是爱！原来……你刻意不提起的生日也会有人铭记于心[心],"|0|0|0|0|0|
",693471
要不要这么夸张啊…,"|0|0|0|0|0|
",386013
考完试直接冲回去见朋友太开心了  深圳·the eating table(卓悦中心店) ,"|0|0|0|0|0|
",318999
一路偶遇DQ、小吊梨汤！[哇]、陈鹏鹏、八合里。谢谢海岸城让单纯来还充电宝的我DNA被唤醒4次[微笑]甚至拿了一个号的我选择含泪回港…[苦涩][苦涩]再见再见吃不下了  深圳·深圳海岸城 ,"|0|1|0|0|0|
",319045
周末就是要放慢脚步休息一下，为了明天工作做好准备#深圳生活##慢活#  深圳·One Avenue卓悦中心,"|0|0|0|0|0|
",826673
工作順便洗了個頭  深圳·皇庭·皇岗商务中心,"|0|0|0|0|0|
",318248
最后买了鲍师傅糕点回来吃[awsl]  深圳·深圳福田星河COCO Park ,"|0|0|0|0|0|
",317571
在coco park摸到耶耶了！！！！ 好开心 （友人说我喜欢深圳的原因是因为我不在那打工 [泪] 如果打工就不会再喜欢了,"|0|0|0|0|0|
",385263
第一次看笑果线下。博洋段子文本太好！,"|0|0|0|0|0|
",384637
【港仔游深圳】后海站海岸城空中步行街♂！n座商场 溜冰场、书城、剧院、潮流打卡位#深圳[超话]# #粤语[超话]# #香港人在内地生活 # #深圳·深圳湾口岸[地点]# #深圳·海岸城[地点]# #深圳·后海汇[地点]# #深圳空中步行街# #深圳·南山书城[地点]# #潮流[超话]# http://t.cn/A6CmF9Zd,"|0|0|0|0|0|
",385729
#深圳·皇庭广场[地点]#在#深圳·福田区[地点]#市中心，是较为香港人熟悉的商场。 中午时份，在这里遇上很多，同是慕名而来的香港朋友吃点心、逛商场。 商场不是最大的那些，但商铺、食肆的种类，多的足够消磨一个悠闲的周末下午。#粤港澳大湾区##湾区生活##一小时生活圈##深圳##福田##皇庭广场#  深圳·皇庭广场 ,"|0|1|0|0|0|
",826991
豆豆最近很是爱我啊……此未消彼已长！感谢你的垂爱…i want to say goodbye！  深圳·深圳福田星河COCO Park ,"|0|0|0|0|0|
",317969
A dirty Lemon tea Or odi  A day to meet me at oodi in Nanshan#深圳·海岸城[地点]##深圳[超话]##深圳南山##露营车##咖啡[超话]##咖啡##深圳市-南山区##香港[超话]##odi陳善渝##TVB[超话]# ,"|0|0|0|0|0|
",386583
深圳餐厅设计，暴风一族，自然装点，奢华享受:#餐厅设计[话题]#,"|0|0|0|0|0|
",126576
終於美食自由了~感動cry[捂脸R][捂脸R]首要火鍋和奶茶，再來個片皮鴨?滙茶多肉葡萄帶進去喝，爽。?海底撈心心念念的辣油鍋，想了3年的味道。在我全身反對點蝦時，職員表示煮好後給你弄，單身?的安慰[捂脸R][捂脸R]；態度一向以往的好，朋友穿件白衣又不要圍裙，給自己作出一團紅油沾白面。[抠鼻R]幸好廁所有專人幫忙清潔油衣， 不然就一身紅油火鍋味走遍深圳了。U0001f9cb阿嬤手作嗯，完全失望的招牌，倒是朋友點了抹茶雪糕那個灰常好喝。?京味張烤鴨週日晚上6點15分到皇庭廣場店，等到7點45分才有位，等了25張4人桌??烤鴨現點現切現食，真北京口味烤鴨鴨皮酥脆，但不乾；但這烤鴨油份有點過多了….配料除了黃瓜，大葱外，還有蜜瓜和山楂糕條，最後沾上靈魂甜面醬。傳統吃只夾黃瓜和大葱，混上甜面醬和烤鴨，連皮包起來一口炫。再加上蜜瓜和山楂糕條，全部配料夾起來另有一番清爽的味道。除了招牌北京烤鴨外，另外點了??貝勒烤羊肉: 有京味兒，薄羊肉和大葱孜然烤起來~朋友為此白米炫了兩碗!!??油渣奶白菜: 豬油菜攻陷女性朋友的心?!??自制嫩豆腐: 像似玉子豆腐，不過不失。??百合桑芽: 纖維非常高，用上麻油拌，乾身”有咬口”，我可喜歡吃菜渣囉。#深圳周末去哪儿#深圳吃喝玩乐#深圳探店#北京烤鸭#深圳北京烤鸭#福田美食#深圳美食#京味張#海底撈,"|0|1|0|0|0|
",114168
希望可以在22岁这一年能找到中意的工作另外再有一只自己的柯基~  深圳·卓悦中心 ,"|0|0|0|0|0|
",317593
习惯了hk的繁华，再到深圳反而觉得荒凉了[苦涩]  深圳·海岸城,"|0|0|0|0|0|
",321974
周末coming～[送花花]请把生活过成“诗”[挤眼]一觉醒来即是午刻[可爱]悠哉悠哉吃个午饭[可乐]连城新天地、中心城、皇庭广场溜达一圈[憧憬]再逛个市民中心中央公园[鼓掌][鼓掌]听听音乐会泡①天图书馆[老师好]存蓄一周好心情[挤眼][挤眼]#深圳大中华喜来登酒店# #春日好生活# #万豪旅享家# #周末# #周末去哪儿# #周末愉快#,"|0|0|0|0|0|
",695759
蔡澜港式点心 好恰好好恰 是我喜欢的味道  深圳·深圳罗湖金光华广场 ,"|0|0|0|0|0|
",321454
深圳·熊猫烫火锅(One Avenue卓悦中心店) 周末啦！！,"|0|0|0|0|0|
",830677
深圳·VERAWANG HAUTE(卓悦中心旗舰店) 你 ,"|0|0|0|0|0|
",322613
香港网民表示：羡慕深圳有这么好玩的地方--深圳灣南山區-海岸城商場 #香港人分享内地旅游攻略#,"|0|0|0|0|0|
",387449
#深圳[超话]#粵集又倒閉了一家，老胡擔心她卡里的充值花不完就帶我來吃咯。水準和前兩年是有很明顯走低，看得出掙錢難，服務和羅湖店也很難比。作為粵菜來講真的有點鹹，這頓沒怎麼點他家的招牌。朋友聚餐隨便吃吃就好。@业余爱好是爬墙  深圳·粤集(皇庭广场) ,"|0|0|0|0|1|
",320447
皇庭广场是捅了什么香港人窝[裂开]上周去维港又全是大陆旅行团什么双向奔赴啊我说[交税]（好美好美的爱情哦. jpg） ,"|0|1|0|0|0|
",697591
［游后海汇后有感］对深圳的迅速发展，既敬佩又叹服。 短短数十载，深圳已成为全球创新科技的龙头，并且在人文文化事业上取得骄人的成绩，是中国速度的最佳例证。 相较之下，香港仍有很多发展空间。百年变局之初，我们更应该把握机遇，利用自身优势、在已建立的根基上，与大湾区城市互相配合，积极参与国家发展，贡献我们自己的智慧和才能。总设计师曾言：「发展才是硬道理」。 只有不断进步，才能够为国家创造更加美好的未来。#粤港澳大湾区##深圳##中国香港##百年变局##中国速度#  深圳·后海汇,"|0|0|0|0|0|
",831288
好的朋友都是上天给的礼物  深圳·深圳福田星河COCO Park,"|0|0|0|0|0|
",322758
3.25是开心的一天～ 临时决定的行程，和@笳琳琑事 吃的很开心，聊的很开心，还有肖哥博哥的超帅超好看西装look[抱一抱] 满意[心][心] ,"|0|0|0|0|0|
",697060
坚持运动23天上一周和周末深圳美食，乱入两张我自己做的三明治，你们能猜到吗. 深圳的生活简直太棒了，导致我每周五都想去，感恩老公，周五陪我做了一个小时车快到口岸，我又不想去了，因为突然只想睡自己家的床，又折返回旺角都快十一点了，才吃上饭[允悲].周六又冒着大雨陪我去南山吃一家我爱的云南菜！不过我晚上也陪他吃了肉夹馍.香港的美食真的比不上深圳！！！#深圳[超话]##香港[超话]##周五晚上是一周里最快乐的时光##香港##周五下午永远比周末更快乐##美食分享#  深圳·卓悦中心,"|0|0|0|0|0|
",320741
福华路皇庭中心L4皇庭店的燃扒房steakhouse#深圳美食探店,"|0|0|0|0|0|
",187899
Super yummy Thai food at Coco Park Shenzhen， Thanks 我們這一家  深圳·泰鑫餐厅 ,"|0|0|0|0|0|
",56202
京味张烤鸭店是一家具有悠久历史的传统餐厅，在经过多代人的传承与发展后，为了北京市著名的餐饮品牌之一。至今，京味张烤鸭店仍坚持传统手艺，严格控制每一道工序，让顾客品尝到正宗的北京烤鸭。来到在深圳，京味张从口感和心感上同时用力。食材选用北京填鸭，烤鸭技法正宗；心感上从餐厅品牌宣传、主体色调、灯光照明、空间布局、家具陈设、氛围格调、审美情趣等等方面，为消费者打造一套严密而精细的正宗烤鸭店感知系统。#粤港澳大湾区##湾区生活##一小时生活圈##深圳##福田##皇庭广场##美食时刻##北京烤鸭#  深圳·皇庭广场 ,"|0|0|0|0|0|
",832143
阿妹话阿姐真是好送我去关口，还带我吃一餐好，还打包美食出香港  深圳·深圳海岸城 ,"|0|0|0|0|0|
",322297
香港穷鬼们一到周末就都涌进深圳了，路线都是差不多的，罗湖的金光华广场，福田的皇庭广场 或coco park，南山的万象天地，一般吃个椰子鸡，烤鱼，火锅，茶餐厅，再喝杯喜茶或奈雪，顺便逛逛小米之家，最后提着鲍师傅坐地铁回香港，这就是香港穷鬼们的活动场所及行程#香港# ,"|0|1|0|0|0|
",388006
Ding Ding‘s plog 10記錄得一如既往的雜亂三月很充實 感謝各位給予我的快樂 ,"|0|0|1|0|0|
",387517
